Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell type]	Characteristics[time]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[infect]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[spike sequence file]	Comment[spike concentration file]	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[time]	Unit[time unit]	Term Source REF	Term Accession Number	Factor Value[infect]	Factor Value[cell type]
20003_6#80	ERS1616600	SAMEA103927432	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#80	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#80	sequencing assay	ERX1953240	20003_6_80_1.fastq.gz	20003_6_80_1.fastq.gz	ERR1892903	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1892903/ERR1892903_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#80	ERS1616600	SAMEA103927432	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#80	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#80	sequencing assay	ERX1953240	20003_6_80_2.fastq.gz	20003_6_80_2.fastq.gz	ERR1892903	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1892903/ERR1892903_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#81	ERS1616601	SAMEA103927433	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#81	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#81	sequencing assay	ERX1953241	20003_6_81_1.fastq.gz	20003_6_81_1.fastq.gz	ERR1892904	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1892904/ERR1892904_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#81	ERS1616601	SAMEA103927433	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#81	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#81	sequencing assay	ERX1953241	20003_6_81_2.fastq.gz	20003_6_81_2.fastq.gz	ERR1892904	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1892904/ERR1892904_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#82	ERS1616602	SAMEA103927434	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#82	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#82	sequencing assay	ERX1953242	20003_6_82_1.fastq.gz	20003_6_82_1.fastq.gz	ERR1892905	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1892905/ERR1892905_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#82	ERS1616602	SAMEA103927434	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#82	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#82	sequencing assay	ERX1953242	20003_6_82_2.fastq.gz	20003_6_82_2.fastq.gz	ERR1892905	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1892905/ERR1892905_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#83	ERS1616603	SAMEA103927435	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#83	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#83	sequencing assay	ERX1953243	20003_6_83_1.fastq.gz	20003_6_83_1.fastq.gz	ERR1892906	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1892906/ERR1892906_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#83	ERS1616603	SAMEA103927435	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#83	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#83	sequencing assay	ERX1953243	20003_6_83_2.fastq.gz	20003_6_83_2.fastq.gz	ERR1892906	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1892906/ERR1892906_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#84	ERS1616604	SAMEA103927436	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#84	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#84	sequencing assay	ERX1953244	20003_6_84_1.fastq.gz	20003_6_84_1.fastq.gz	ERR1892907	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/007/ERR1892907/ERR1892907_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#84	ERS1616604	SAMEA103927436	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#84	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#84	sequencing assay	ERX1953244	20003_6_84_2.fastq.gz	20003_6_84_2.fastq.gz	ERR1892907	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/007/ERR1892907/ERR1892907_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#85	ERS1616605	SAMEA103927437	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#85	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#85	sequencing assay	ERX1953245	20003_6_85_1.fastq.gz	20003_6_85_1.fastq.gz	ERR1892908	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/008/ERR1892908/ERR1892908_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#85	ERS1616605	SAMEA103927437	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#85	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#85	sequencing assay	ERX1953245	20003_6_85_2.fastq.gz	20003_6_85_2.fastq.gz	ERR1892908	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/008/ERR1892908/ERR1892908_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#86	ERS1616606	SAMEA103927438	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#86	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#86	sequencing assay	ERX1953246	20003_6_86_1.fastq.gz	20003_6_86_1.fastq.gz	ERR1892909	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/009/ERR1892909/ERR1892909_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#86	ERS1616606	SAMEA103927438	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#86	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#86	sequencing assay	ERX1953246	20003_6_86_2.fastq.gz	20003_6_86_2.fastq.gz	ERR1892909	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/009/ERR1892909/ERR1892909_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#87	ERS1616607	SAMEA103927439	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#87	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#87	sequencing assay	ERX1953247	20003_6_87_1.fastq.gz	20003_6_87_1.fastq.gz	ERR1892910	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/000/ERR1892910/ERR1892910_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#87	ERS1616607	SAMEA103927439	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#87	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#87	sequencing assay	ERX1953247	20003_6_87_2.fastq.gz	20003_6_87_2.fastq.gz	ERR1892910	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/000/ERR1892910/ERR1892910_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#88	ERS1616608	SAMEA103927440	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#88	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#88	sequencing assay	ERX1953248	20003_6_88_1.fastq.gz	20003_6_88_1.fastq.gz	ERR1892911	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/001/ERR1892911/ERR1892911_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#88	ERS1616608	SAMEA103927440	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#88	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#88	sequencing assay	ERX1953248	20003_6_88_2.fastq.gz	20003_6_88_2.fastq.gz	ERR1892911	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/001/ERR1892911/ERR1892911_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#89	ERS1616609	SAMEA103927441	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#89	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#89	sequencing assay	ERX1953249	20003_6_89_1.fastq.gz	20003_6_89_1.fastq.gz	ERR1892912	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/002/ERR1892912/ERR1892912_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#89	ERS1616609	SAMEA103927441	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#89	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#89	sequencing assay	ERX1953249	20003_6_89_2.fastq.gz	20003_6_89_2.fastq.gz	ERR1892912	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/002/ERR1892912/ERR1892912_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#9	ERS1616610	SAMEA103927442	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#9	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#9	sequencing assay	ERX1953250	20003_6_9_1.fastq.gz	20003_6_9_1.fastq.gz	ERR1892913	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1892913/ERR1892913_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#9	ERS1616610	SAMEA103927442	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#9	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#9	sequencing assay	ERX1953250	20003_6_9_2.fastq.gz	20003_6_9_2.fastq.gz	ERR1892913	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1892913/ERR1892913_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#90	ERS1616611	SAMEA103927443	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#90	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#90	sequencing assay	ERX1953251	20003_6_90_1.fastq.gz	20003_6_90_1.fastq.gz	ERR1892914	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1892914/ERR1892914_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#90	ERS1616611	SAMEA103927443	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#90	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#90	sequencing assay	ERX1953251	20003_6_90_2.fastq.gz	20003_6_90_2.fastq.gz	ERR1892914	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1892914/ERR1892914_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#91	ERS1616612	SAMEA103927444	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#91	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#91	sequencing assay	ERX1953252	20003_6_91_1.fastq.gz	20003_6_91_1.fastq.gz	ERR1892915	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1892915/ERR1892915_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#91	ERS1616612	SAMEA103927444	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#91	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#91	sequencing assay	ERX1953252	20003_6_91_2.fastq.gz	20003_6_91_2.fastq.gz	ERR1892915	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1892915/ERR1892915_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#92	ERS1616613	SAMEA103927445	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#92	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#92	sequencing assay	ERX1953253	20003_6_92_1.fastq.gz	20003_6_92_1.fastq.gz	ERR1892916	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1892916/ERR1892916_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#92	ERS1616613	SAMEA103927445	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#92	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#92	sequencing assay	ERX1953253	20003_6_92_2.fastq.gz	20003_6_92_2.fastq.gz	ERR1892916	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1892916/ERR1892916_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#93	ERS1616614	SAMEA103927446	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#93	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#93	sequencing assay	ERX1953254	20003_6_93_1.fastq.gz	20003_6_93_1.fastq.gz	ERR1892917	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/007/ERR1892917/ERR1892917_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_6#93	ERS1616614	SAMEA103927446	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_6#93	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_6#93	sequencing assay	ERX1953254	20003_6_93_2.fastq.gz	20003_6_93_2.fastq.gz	ERR1892917	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/007/ERR1892917/ERR1892917_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_7#10	ERS1616615	SAMEA103927447	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_7#10	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_7#10	sequencing assay	ERX1953255	20003_7_10_1.fastq.gz	20003_7_10_1.fastq.gz	ERR1892918	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/008/ERR1892918/ERR1892918_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_7#10	ERS1616615	SAMEA103927447	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_7#10	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_7#10	sequencing assay	ERX1953255	20003_7_10_2.fastq.gz	20003_7_10_2.fastq.gz	ERR1892918	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/008/ERR1892918/ERR1892918_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_7#11	ERS1616616	SAMEA103927448	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_7#11	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_7#11	sequencing assay	ERX1953256	20003_7_11_1.fastq.gz	20003_7_11_1.fastq.gz	ERR1892919	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/009/ERR1892919/ERR1892919_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_7#11	ERS1616616	SAMEA103927448	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_7#11	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_7#11	sequencing assay	ERX1953256	20003_7_11_2.fastq.gz	20003_7_11_2.fastq.gz	ERR1892919	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/009/ERR1892919/ERR1892919_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_7#12	ERS1616617	SAMEA103927449	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_7#12	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_7#12	sequencing assay	ERX1953257	20003_7_12_1.fastq.gz	20003_7_12_1.fastq.gz	ERR1892920	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/000/ERR1892920/ERR1892920_1.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
20003_7#12	ERS1616617	SAMEA103927449	Mus musculus	CD4+ T cell	0	day	EFO	UO_0000033	none	cell	P-MTAB-48473	Tapio Lonnberg	P-MTAB-48474	Ruddy Montandon, Tom Metcalf	P-MTAB-48475	Tapio Lonnberg	20003_7#12	spikes.fa	spike_concentrations.txt	PAIRED	RANDOM	TRANSCRIPTOMIC	RNA-Seq	400	20	P-MTAB-48476	Wellcome Trust Sanger Institute Sequencing Facility	20003_7#12	sequencing assay	ERX1953257	20003_7_12_2.fastq.gz	20003_7_12_2.fastq.gz	ERR1892920	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/000/ERR1892920/ERR1892920_2.fastq.gz	0	day	EFO	UO_0000033	none	CD4+ T cell
